run,seed,task_family,protocol_version,site_name,d_in,d_out,n_tokens,n_batches,whitening,lambda_scale,calibration_data_seed,permutation_seed,dropout_disabled_during_calibration,edge,null_bootstrap,null_quantile,null_quantile_method,null_uncertainty_resamples,edge_mc_confidence,edge_mc_ci_low,edge_mc_ci_high,edge_q_0_99,edge_q_0_995,edge_q_0_999,gradient_norm,cov_trace,cov_effective_rank,top_sv,frobenius,nuclear,effective_rank,stable_rank,hard_detectable_rank,soft_dimension
transformer_publication_20260622T101458Z_associative_recall_seed113,113,associative_recall,synthetic_transformer_publication_protocol_v4,blocks.0.attn.k_proj,64,64,8192,8,diag,0.01,1137808856,564143463,True,0.0372981158271555,4096,0.995,linear,2000,0.95,0.0370247753634135,0.0374780981129985,0.0368211186554059,0.0372981158271555,0.0377569025785128,0.1433598463468032,67.55249178095082,17.577192603889,0.0850798471822157,0.1388130073630339,0.4804659204610171,7.46256019361939,2.661993092230596,5,4.994328577672984
transformer_publication_20260622T101458Z_associative_recall_seed113,113,associative_recall,synthetic_transformer_publication_protocol_v4,blocks.0.attn.v_proj,64,64,8192,8,diag,0.01,1137808856,650855571,True,0.2997070002602224,4096,0.995,linear,2000,0.95,0.2973646605315067,0.3002597733712353,0.2962698480813282,0.2997070002602224,0.303849378303979,1.1684351842988812,67.55249178095082,17.577192603889,0.5887450530723737,1.1439664221628352,4.175738417902231,9.765093300269688,3.7754785948752687,4,5.920274127517985
transformer_publication_20260622T101458Z_associative_recall_seed113,113,associative_recall,synthetic_transformer_publication_protocol_v4,blocks.0.attn.o_proj,64,64,8192,8,diag,0.01,1137808856,146246542,True,0.6598602275040052,4096,0.995,linear,2000,0.95,0.6582474162805413,0.6635325622473779,0.6567735348252631,0.6598602275040052,0.6697197045683428,1.3095059946849994,17.897190553308896,6.6968411620866295,1.1780990881338689,2.542390638843881,9.136788043734054,10.412176095234775,4.657157460698648,5,6.160264972161305
transformer_publication_20260622T101458Z_associative_recall_seed113,113,associative_recall,synthetic_transformer_publication_protocol_v4,blocks.0.mlp.fc2,128,64,8192,8,diag,0.01,1137808856,1583553379,True,0.8615144600390873,4096,0.995,linear,2000,0.95,0.8579963522211559,0.8660725956290747,0.856314895123858,0.8615144600390873,0.8743968806527086,1.6592554798948902,26.46215557748557,15.789046564704774,1.625510457412991,3.913607914549067,15.052369613416642,12.897982262643586,5.79662348034257,8,8.079688762348905
transformer_publication_20260622T101458Z_associative_recall_seed113,113,associative_recall,synthetic_transformer_publication_protocol_v4,blocks.1.attn.q_proj,64,64,1024,8,diag,0.01,1137808856,646435266,True,0.0583825502362961,4096,0.995,linear,2000,0.95,0.0581956033020653,0.0586609571396262,0.0579622796088405,0.0583825502362961,0.0592838771600186,0.2324929183736958,67.8363174576784,14.2213743121036,0.1286618633528957,0.2235884675562248,0.7282500455770589,7.809664253733686,3.0199456367889104,4,5.278343769823116
transformer_publication_20260622T101458Z_associative_recall_seed113,113,associative_recall,synthetic_transformer_publication_protocol_v4,blocks.1.attn.k_proj,64,64,8192,8,diag,0.01,1137808856,1087352212,True,0.0381521662910048,4096,0.995,linear,2000,0.95,0.0380446505319962,0.0383075849731818,0.0379267696947659,0.0381521662910048,0.0387939710983813,0.1500095156174557,67.63182299715838,15.82925219260924,0.0734682573398682,0.1457796633003902,0.5910359237687227,10.540971482886178,3.937262845419351,4,6.096473918008424
transformer_publication_20260622T101458Z_associative_recall_seed113,113,associative_recall,synthetic_transformer_publication_protocol_v4,blocks.1.attn.v_proj,64,64,8192,8,diag,0.01,1137808856,1162640821,True,0.1955988952753178,4096,0.995,linear,2000,0.95,0.19512240015857,0.19608228267897,0.1944676461347451,0.1955988952753178,0.1980423960734865,0.7579570031985584,67.63182299715838,15.82925219260924,0.3152385910705284,0.7512114439188226,2.9359266087396816,11.77243549635861,5.678656969517835,6,6.48949616623439
transformer_publication_20260622T101458Z_associative_recall_seed113,113,associative_recall,synthetic_transformer_publication_protocol_v4,blocks.1.attn.o_proj,64,64,1024,8,diag,0.01,1137808856,190596113,True,0.4715721790175221,4096,0.995,linear,2000,0.95,0.4691118857433123,0.4741721685162163,0.46758337325257,0.4715721790175221,0.4767619685009734,0.9097682923374212,15.53549209047953,10.55983145683334,0.8046799581161478,1.8158809704568264,6.642776419008802,11.40595995875354,5.092468902651913,5,6.465774999175384
transformer_publication_20260622T101458Z_associative_recall_seed113,113,associative_recall,synthetic_transformer_publication_protocol_v4,blocks.1.mlp.fc2,128,64,1024,8,diag,0.01,1137808856,1792444617,True,0.4474267386031965,4096,0.995,linear,2000,0.95,0.4462099577391514,0.4479600010569328,0.444803411987937,0.4474267386031965,0.4502444921740954,1.25530841085902,47.99801069282917,9.623339531016637,0.750141830985559,2.034900849555089,7.920854174926148,14.318640236748188,7.3586769544628865,9,8.532893356164413
transformer_publication_20260622T101458Z_modular_seed101,101,modular,synthetic_transformer_publication_protocol_v4,blocks.0.attn.q_proj,64,64,3072,8,diag,0.01,727727495,156544023,True,0.1049872298249711,4096,0.995,linear,2000,0.95,0.1043969658993423,0.1054736481191589,0.1038332666992829,0.1049872298249711,0.1074377991096355,0.3696217723306746,64.72812749917571,3.979889613228684,0.2663176917073903,0.3770912584720184,1.1495128439502198,4.967066598243164,2.0049008224169538,3,3.871861455295246
transformer_publication_20260622T101458Z_modular_seed101,101,modular,synthetic_transformer_publication_protocol_v4,blocks.0.attn.v_proj,64,64,4096,8,diag,0.01,727727495,1761330290,True,1.1669574388993649,4096,0.995,linear,2000,0.95,1.1628022652129386,1.1723133553230296,1.1595544586960769,1.1669574388993649,1.1835249965828576,4.166579538274171,64.29201344135282,6.209740562279762,2.610346463390012,4.442205264058452,13.649761481764244,5.577993447850206,2.89601586927046,3,4.152693738716985
